词汇,清华词频,字数,搜狗重合,八股文重合,前两个AND
凤尾鱼翅,70,4,0,0,0
詹王鸡粉,70,4,0,0,0
培根火腿,71,4,0,0,0
黄米粽子,72,4,0,0,0
四条包子,72,4,0,0,0
老麻抄手,72,4,0,0,0
金华汤包,72,4,0,0,0
四季鲜蔬,73,4,0,0,0
合水粉葛,73,4,0,0,0
原平锅魁,74,4,0,0,0
永胜油茶,74,4,0,0,0
泡泡油糕,74,4,0,0,0
宴春酒楼,74,4,0,0,0
芙蓉餐厅,74,4,0,0,0
包谷粑粑,74,4,0,0,0
开煲狗肉,75,4,0,0,0
蛋花米酒,75,4,0,0,0
荠菜春卷,75,4,0,0,0
汉水银梭,76,4,0,0,0
军屯锅魁,76,4,0,0,0
香菇肉丝,77,4,0,0,0
烩羊杂碎,78,4,0,0,0
沙湖盐蛋,78,4,0,0,0
拔丝芋头,78,4,0,0,0
清炒鳝糊,79,4,0,0,0
腌萝卜干,79,4,0,0,0
炒清虾仁,79,4,0,0,0
洋县黑米,79,4,0,0,0
红烧兔头,81,4,0,0,0
油炸洋芋,81,4,0,0,0
金瓜芋泥,81,4,0,0,0
棒槌果子,81,4,0,0,0
九江煎堆,81,4,0,0,0
柿面糊塌,81,4,0,0,0
鸡丝馄饨,82,4,0,0,0
弥渡卷蹄,83,4,0,0,0
红螺食品,83,4,0,0,0
芥菜圆子,83,4,0,0,0
汪集鸡汤,83,4,0,0,0
鲜肉粽子,84,4,0,0,0
水煮田鸡,85,4,0,0,0
南京香肚,85,4,0,0,0
蝎滚绣球,86,4,0,0,0
五香酱肉,86,4,0,0,0
核桃仁粥,87,4,0,0,0
天水杂烩,87,4,0,0,0
草莓新地,87,4,0,0,0
水晶蛋糕,88,4,0,0,0
金银馒头,88,4,0,0,0
克东腐乳,89,4,0,0,0
凉拌皮蛋,89,4,0,0,0
香草奶昔,90,4,0,0,0
娥姐粉果,90,4,0,0,0
蒙古包子,90,4,0,0,0
玫瑰镜糕,91,4,0,0,0
带把肘子,91,4,0,0,0
曹记驴肉,91,4,0,0,0
盐火局鸡,91,4,0,0,0
生榨米粉,91,4,0,0,0
咖啡饼干,92,4,0,0,0
米面皮子,92,4,0,0,0
凉鸡米线,95,4,0,0,0
云梦鱼面,95,4,0,0,0
德园包子,95,4,0,0,0
山椒凤爪,97,4,0,0,0
喜洲粑粑,98,4,0,0,0
牛肉烧卖,98,4,0,0,0
小鱿鱼片,100,4,0,0,0
鲤鱼三吃,101,4,0,0,0
干锅田鸡,102,4,0,0,0
回民餐厅,104,4,0,0,0
玉林牛巴,104,4,0,0,0
萝卜饺子,105,4,0,0,0
猪油汤团,105,4,0,0,0
老毛手抓,105,4,0,0,0
沧州冬菜,106,4,0,0,0
麻辣鸭头,106,4,0,0,0
特色炒饭,107,4,0,0,0
盐水菜心,107,4,0,0,0
猪血灌肠,108,4,0,0,0
生牛肉酱,109,4,0,0,0
芒果雪芭,109,4,0,0,0
奶油沙司,110,4,0,0,0
绿豆凉粉,110,4,0,0,0
鱼肉汉堡,110,4,0,0,0
千张包子,111,4,0,0,0
毕节汤圆,112,4,0,0,0
四川腊肉,112,4,0,0,0
酸笋煮鸡,112,4,0,0,0
水煎包子,113,4,0,0,0
开洋干丝,113,4,0,0,0
蔬果搭配,113,4,0,0,0
石板粑粑,113,4,0,0,0
蔡记蒸饺,114,4,0,0,0
清蒸排骨,114,4,0,0,0
日本南瓜,114,4,0,0,0
矮人松糕,115,4,0,0,0
陵水酸粉,116,4,0,0,0
威宁火腿,117,4,0,0,0
凉拌猪耳,118,4,0,0,0
鸽蛋圆子,118,4,0,0,0
发财就手,120,4,0,0,0
龙脂猪血,120,4,0,0,0
虾肉小笼,122,4,0,0,0
琥珀桃仁,123,4,0,0,0
油炸臭干,124,4,0,0,0
黑米稀饭,127,4,0,0,0
东莞腊肠,127,4,0,0,0
福山拉面,129,4,0,0,0
生炒菜心,130,4,0,0,0
庐山石耳,131,4,0,0,0
清蒸海鲜,131,4,0,0,0
黄家烤肉,132,4,0,0,0
芒果班戟,134,4,0,0,0
白云凤爪,136,4,0,0,0
绍兴香糕,138,4,0,0,0
万州烤鱼,140,4,0,0,0
红烧鲍鱼,142,4,0,0,0
五城茶干,142,4,0,0,0
绿豆粉皮,143,4,0,0,0
怀远石榴,144,4,0,0,0
魔芋烧鸭,145,4,0,0,0
南昌米粉,145,4,0,0,0
枫泾丁蹄,147,4,0,0,0
宜兴百合,147,4,0,0,0
干锅肥肠,150,4,0,0,0
扬州酱菜,150,4,0,0,0
孔府糕点,152,4,0,0,0
粉皮面筋,152,4,0,0,0
抓炒全鱼,153,4,0,0,0
荷叶糍粑,156,4,0,0,0
菊花鱼生,156,4,0,0,0
香蒜面包,156,4,0,0,0
藕粉圆子,157,4,0,0,0
都督烧卖,157,4,0,0,0
富顺豆花,160,4,0,0,0
雪花羊肉,162,4,0,0,0
玉米热狗,163,4,0,0,0
天水呱呱,164,4,0,0,0
姊妹团子,164,4,0,0,0
香菜圆子,165,4,0,0,0
孜然牛肉,166,4,0,0,0
香酥麻鸭,168,4,0,0,0
绍兴麻鸭,169,4,0,0,0
车厘哥夫,170,4,0,0,0
沛县狗肉,170,4,0,0,0
永定菜干,170,4,0,0,0
迷迭香叶,173,4,0,0,0
泡椒牛肉,174,4,0,0,0
老妈蹄花,174,4,0,0,0
蓬莱小面,176,4,0,0,0
油炸青苔,177,4,0,0,0
酸菜炒米,178,4,0,0,0
老都一处,179,4,0,0,0
金线油塔,180,4,0,0,0
麦辣鸡翅,180,4,0,0,0
油炸果子,180,4,0,0,0
龙眼包子,182,4,0,0,0
干蒸烧卖,183,4,0,0,0
石家饭店,183,4,0,0,0
野味火锅,183,4,0,0,0
煎酿三宝,184,4,0,0,0
泡椒牛蛙,187,4,0,0,0
俄罗斯菜,190,4,0,0,0
豆花米线,191,4,0,0,0
芥末墩儿,192,4,0,0,0
四川榨菜,193,4,0,0,0
广州星群,193,4,0,0,0
五一饭店,195,4,0,0,0
椒盐排骨,196,4,0,0,0
麻辣兔头,196,4,0,0,0
邮亭鲫鱼,199,4,0,0,0
冰泉豆浆,201,4,0,0,0
糖醋白菜,201,4,0,0,0
咸鱼饼子,202,4,0,0,0
红烧海参,203,4,0,0,0
海城馅饼,204,4,0,0,0
黑椒牛扒,205,4,0,0,0
虾爆鳝面,206,4,0,0,0
红烧鱼块,209,4,0,0,0
上校鸡块,209,4,0,0,0
莜面栲栳,209,4,0,0,0
酸汤水饺,209,4,0,0,0
深州蜜桃,210,4,0,0,0
爆炒鱿鱼,210,4,0,0,0
王四酒家,212,4,0,0,0
广东粽子,215,4,0,0,0
松仁小肚,216,4,0,0,0
清蒸白鱼,217,4,0,0,0
湖南腊肉,217,4,0,0,0
西樵大饼,218,4,0,0,0
酥油糌粑,219,4,0,0,0
葱烤鲫鱼,221,4,0,0,0
鸡鸭血汤,226,4,0,0,0
炒小白菜,231,4,0,0,0
番薯糖水,231,4,0,0,0
鲤鱼焙面,232,4,0,0,0
礼品蛋糕,233,4,0,0,0
马家烧麦,236,4,0,0,0
午子仙毫,239,4,0,0,0
美味牛肉,241,4,0,0,0
叫化童鸡,248,4,0,0,0
腊八豆腐,251,4,0,0,0
酸辣豆花,252,4,0,0,0
庐山石鸡,256,4,0,0,0
萝卜牛腩,266,4,0,0,0
韭菜合子,267,4,0,0,0
奶油饼干,270,4,0,0,0
凯撒沙拉,273,4,0,0,0
三鲜馄饨,274,4,0,0,0
绍兴腐乳,274,4,0,0,0
临潼石榴,283,4,0,0,0
鲜肉小笼,284,4,0,0,0
庐山石鱼,285,4,0,0,0
凉拌苦瓜,286,4,0,0,0
猪血丸子,286,4,0,0,0
牦牛火锅,286,4,0,0,0
响油鳝糊,288,4,0,0,0
虎皮尖椒,288,4,0,0,0
三丁包子,293,4,0,0,0
手撕包菜,294,4,0,0,0
粉汤饺子,299,4,0,0,0
东北乱炖,309,4,0,0,0
桂花糖藕,310,4,0,0,0
火腿月饼,317,4,0,0,0
玉米馒头,317,4,0,0,0
卤水鹅掌,338,4,0,0,0
豆腐圆子,342,4,0,0,0
鸡丝凉面,358,4,0,0,0
伤心凉粉,361,4,0,0,0
南翔馒头,363,4,0,0,0
红薯粉条,369,4,0,0,0
水晶虾饺,371,4,0,0,0
胡萝卜粥,384,4,0,0,0
周村烧饼,385,4,0,0,0
薄皮包子,393,4,0,0,0
果汁软糖,393,4,0,0,0
卤水拼盘,394,4,0,0,0
泰山三美,395,4,0,0,0
沔阳三蒸,397,4,0,0,0
风味小炒,405,4,0,0,0
广式点心,419,4,0,0,0
太仓肉松,428,4,0,0,0
槐茂酱菜,432,4,0,0,0
山东煎饼,443,4,0,0,0
羊角面包,465,4,0,0,0
松仁玉米,472,4,0,0,0
肇庆裹蒸,486,4,0,0,0
蔬菜饼干,492,4,0,0,0
蒙古烤肉,504,4,0,0,0
玫瑰露酒,518,4,0,0,0
铁板牛肉,537,4,0,0,0
小笼馒头,539,4,0,0,0
三鲜豆皮,543,4,0,0,0
大煮干丝,553,4,0,0,0
金华酥饼,561,4,0,0,0
羊肉烩面,565,4,0,0,0
炭烧咖啡,577,4,0,0,0
红薯粉丝,579,4,0,0,0
南京板鸭,597,4,0,0,0
排骨年糕,609,4,0,0,0
夹心蛋糕,626,4,0,0,0
九转大肠,635,4,0,0,0
香辣鸡翅,635,4,0,0,0
松江鲈鱼,635,4,0,0,0
白肉血肠,650,4,0,0,0
马肉米粉,653,4,0,0,0
蚵仔面线,679,4,0,0,0
福建乌龙,688,4,0,0,0
狮峰龙井,689,4,0,0,0
嘉兴粽子,736,4,0,0,0
喜鹊登梅,764,4,0,0,0
蒜泥白肉,773,4,0,0,0
蟹粉小笼,805,4,0,0,0
酒酿圆子,807,4,0,0,0
川北凉粉,856,4,0,0,0
仿膳饭庄,881,4,0,0,0
番茄蛋汤,885,4,0,0,0
红烧鲤鱼,921,4,0,0,0
生煎馒头,945,4,0,0,0
西安饭庄,951,4,0,0,0
风干牛肉,975,4,0,0,0
花江狗肉,978,4,0,0,0
蟹黄汤包,982,4,0,0,0
泮溪酒家,1010,4,0,0,0
京酱肉丝,1030,4,0,0,0
灌汤包子,1060,4,0,0,0
砂锅鱼头,1080,4,0,0,0
道口烧鸡,1101,4,0,0,0
洛阳水席,1198,4,0,0,0
五香牛肉,1203,4,0,0,0
麻辣香锅,1252,4,0,0,0
沾化冬枣,1262,4,0,0,0
青椒肉丝,1263,4,0,0,0
炒土豆丝,1269,4,0,0,0
涪陵榨菜,1291,4,0,0,0
老边饺子,1393,4,0,0,0
平遥牛肉,1582,4,0,0,0
驴肉火烧,1586,4,0,0,0
老火靓汤,1641,4,0,0,0
朝鲜冷面,1674,4,0,0,0
羊肉火锅,1681,4,0,0,0
狗肉火锅,1816,4,0,0,0
庐山云雾,1926,4,0,0,0
黄河鲤鱼,2131,4,0,0,0
小笼包子,2258,4,0,0,0
君山银针,2336,4,0,0,0
鸭血粉丝,2446,4,0,0,0
红烧排骨,2609,4,0,0,0
信阳毛尖,2687,4,0,0,0
白胡椒粉,2817,4,0,0,0
四川火锅,2904,4,0,0,0
郫县豆瓣,3092,4,0,0,0
二龙戏珠,3905,4,0,0,0
广州酒家,4048,4,0,0,0
金华火腿,5634,4,0,0,0
水果沙拉,5830,4,0,0,0
美食之旅,6756,4,0,0,0
孔雀开屏,7194,4,0,0,0
重庆火锅,11555,4,0,0,0
白丰糕,1,3,0,0,0
炒双泥,1,3,0,0,0
热蔗汁,1,3,0,0,0
糖江脐,1,3,0,0,0
糖柑饼,1,3,0,0,0
曲曲汤,1,3,0,0,0
三色丁,1,3,0,0,0
沙勿来,1,3,0,0,0
醉鹅掌,1,3,0,0,0
嗡山药,1,3,0,0,0
水饺元,1,3,0,0,0
薏美酥,1,3,0,0,0
味之臾,1,3,0,0,0
蜜青梅,1,3,0,0,0
烧五丝,1,3,0,0,0
爱尔香,1,3,0,0,0
酿银瓜,1,3,0,0,0
聪喝识,1,3,0,0,0
蜜佛手,1,3,0,0,0
黄花酥,1,3,0,0,0
白八粿,1,3,0,0,0
黄尖笋,1,3,0,0,0
烤薄脆,1,3,0,0,0
糌粑粥,1,3,0,0,0
金瓜酥,1,3,0,0,0
川辣蟹,1,3,0,0,0
高梁肉,1,3,0,0,0
镶竹荪,1,3,0,0,0
滷白菜,1,3,0,0,0
水芝士,1,3,0,0,0
桃仁饮,1,3,0,0,0
师爷盒,1,3,0,0,0
拼杂烩,1,3,0,0,0
毫吉阿,1,3,0,0,0
水桃酥,1,3,0,0,0
甜薯羹,2,3,0,0,0
担担鸡,2,3,0,0,0
狍子脊,2,3,0,0,0
韭菜馃,2,3,0,0,0
五白糕,2,3,0,0,0
狗仔粉,2,3,0,0,0
尧王饼,2,3,0,0,0
回手面,2,3,0,0,0
虾枣汤,2,3,0,0,0
蜜辣椒,2,3,0,0,0
素枣糕,2,3,0,0,0
江南丸,2,3,0,0,0
紫香乾,2,3,0,0,0
薯粉果,2,3,0,0,0
烤鱼扇,2,3,0,0,0
甜辣乾,2,3,0,0,0
苏八件,2,3,0,0,0
笨月饼,2,3,0,0,0
川味蟹,2,3,0,0,0
玛加列,2,3,0,0,0
豆鼓肉,2,3,0,0,0
野鸭脯,2,3,0,0,0
丁果糖,2,3,0,0,0
脆青梅,2,3,0,0,0
熬乳茶,2,3,0,0,0
炸元葱,2,3,0,0,0
金鱼角,2,3,0,0,0
呱嗒子,2,3,0,0,0
打头道,2,3,0,0,0
鱼鳞酥,2,3,0,0,0
毛豆结,2,3,0,0,0
冬瓜甑,3,3,0,0,0
咯嗒面,3,3,0,0,0
溜锅板,3,3,0,0,0
氏丸子,3,3,0,0,0
宰羔肉,3,3,0,0,0
炸豆奶,3,3,0,0,0
菜烩面,3,3,0,0,0
麻滋粿,3,3,0,0,0
田艾板,3,3,0,0,0
罐儿蹄,3,3,0,0,0
素桃酥,3,3,0,0,0
水煎饼,3,3,0,0,0
熟鱼面,3,3,0,0,0
绿豆团,3,3,0,0,0
脆署饼,3,3,0,0,0
枇杷肝,3,3,0,0,0
软蟳粥,3,3,0,0,0
十香果,3,3,0,0,0
小肉面,3,3,0,0,0
烧鸡酥,4,3,0,0,0
桔烧巴,4,3,0,0,0
姜拌藕,4,3,0,0,0
根面角,4,3,0,0,0
鯮鱼饼,4,3,0,0,0
锅散丹,4,3,0,0,0
太平糕,4,3,0,0,0
精莜面,4,3,0,0,0
矮子斋,4,3,0,0,0
炒三脆,4,3,0,0,0
沙茶粿,4,3,0,0,0
香菜芯,4,3,0,0,0
棉城鲎,4,3,0,0,0
芪蛇汤,4,3,0,0,0
发饽饽,4,3,0,0,0
踏绿波,4,3,0,0,0
烧三味,4,3,0,0,0
虾羹汤,4,3,0,0,0
压合落,5,3,0,0,0
油脂肠,5,3,0,0,0
藕粉饺,5,3,0,0,0
李咸饼,5,3,0,0,0
米冻蜂,5,3,0,0,0
酱桃仁,5,3,0,0,0
墨鱼羹,5,3,0,0,0
玛瑙团,5,3,0,0,0
乌梅糕,5,3,0,0,0
油糊角,5,3,0,0,0
细馓子,5,3,0,0,0
发米粑,5,3,0,0,0
椒河鳗,5,3,0,0,0
牙牙饭,5,3,0,0,0
朴枳粿,5,3,0,0,0
甜合锦,6,3,0,0,0
黄果冻,6,3,0,0,0
磨浆果,6,3,0,0,0
肉花卷,6,3,0,0,0
软哨面,6,3,0,0,0
鲜菊酥,6,3,0,0,0
生鱼面,6,3,0,0,0
陈皮鹅,6,3,0,0,0
冻冻肉,6,3,0,0,0
搅醋丝,6,3,0,0,0
奶汁角,6,3,0,0,0
熟栗糕,6,3,0,0,0
生炒面,6,3,0,0,0
黑麻酥,7,3,0,0,0
玉带酥,7,3,0,0,0
金柑饼,7,3,0,0,0
白封肉,7,3,0,0,0
干菜饺,7,3,0,0,0
麦打滚,7,3,0,0,0
米果食,7,3,0,0,0
白切虾,7,3,0,0,0
乒乓馃,7,3,0,0,0
一掌雪,8,3,0,0,0
去皮酥,8,3,0,0,0
爆乌花,8,3,0,0,0
米冻糕,8,3,0,0,0
面薄汤,8,3,0,0,0
尝酥饼,8,3,0,0,0
鼠曲果,8,3,0,0,0
糜子粉,8,3,0,0,0
干酱肉,8,3,0,0,0
粢毛团,8,3,0,0,0
红丝菜,8,3,0,0,0
豆糕粿,8,3,0,0,0
龙炒手,8,3,0,0,0
鲜豆苗,8,3,0,0,0
果瓣子,8,3,0,0,0
氽节子,8,3,0,0,0
湖彩蛋,8,3,0,0,0
榨广椒,8,3,0,0,0
猴银鱼,8,3,0,0,0
琉璃藕,8,3,0,0,0
豆黄糕,9,3,0,0,0
泥风鸡,9,3,0,0,0
炸晃虾,9,3,0,0,0
剔尖儿,9,3,0,0,0
炸蛋包,9,3,0,0,0
马虎面,9,3,0,0,0
鱼匹子,9,3,0,0,0
甜丸卵,9,3,0,0,0
氽毛豆,9,3,0,0,0
鸡血面,9,3,0,0,0
虫草饭,9,3,0,0,0
麦糊烧,10,3,0,0,0
鸡蹄花,10,3,0,0,0
氽鲤鱼,10,3,0,0,0
小葱饼,10,3,0,0,0
咸菜鸭,10,3,0,0,0
冬瓜饼,10,3,0,0,0
捶肉丸,10,3,0,0,0
竟成园,10,3,0,0,0
香芹片,10,3,0,0,0
炒肉团,10,3,0,0,0
炒肺片,10,3,0,0,0
乳扇饺,11,3,0,0,0
飞龙脯,11,3,0,0,0
烤羊方,11,3,0,0,0
糖麻圆,11,3,0,0,0
薯粉糕,11,3,0,0,0
爆三脆,11,3,0,0,0
银丝圆,11,3,0,0,0
黄醪糟,11,3,0,0,0
毫糯索,11,3,0,0,0
炸软巾,11,3,0,0,0
白虾干,11,3,0,0,0
烧槟子,11,3,0,0,0
油浸鸡,11,3,0,0,0
李圪抓,12,3,0,0,0
江米枣,12,3,0,0,0
炒子蟹,12,3,0,0,0
萝卜板,12,3,0,0,0
海白米,12,3,0,0,0
鹿大哈,12,3,0,0,0
炒虾黄,12,3,0,0,0
辣鱼蛋,12,3,0,0,0
吴招治,12,3,0,0,0
烩节子,12,3,0,0,0
黏糊肉,12,3,0,0,0
炸烹儿,12,3,0,0,0
炸绣球,12,3,0,0,0
蝴蝶瓜,12,3,0,0,0
木樨菜,13,3,0,0,0
油炸肺,13,3,0,0,0
烹丁香,13,3,0,0,0
扒燕窝,13,3,0,0,0
甜薯片,13,3,0,0,0
菜头饼,13,3,0,0,0
烹大肉,13,3,0,0,0
烹芽韭,13,3,0,0,0
什香菜,13,3,0,0,0
酸辣羹,13,3,0,0,0
师友面,13,3,0,0,0
皮蛋肠,13,3,0,0,0
烩脐肚,13,3,0,0,0
拌稂子,13,3,0,0,0
大福果,13,3,0,0,0
烧连帖,13,3,0,0,0
鸡火酥,14,3,0,0,0
烟刀鱼,14,3,0,0,0
午时粑,14,3,0,0,0
熘蟹黄,14,3,0,0,0
糖佛手,14,3,0,0,0
翅子汤,14,3,0,0,0
豇豆糕,14,3,0,0,0
柳州酸,14,3,0,0,0
盒子酥,14,3,0,0,0
树叶饼,14,3,0,0,0
油豆泡,14,3,0,0,0
圪饦汤,14,3,0,0,0
熏斑鸠,14,3,0,0,0
同源茂,15,3,0,0,0
卤斑鸠,15,3,0,0,0
酱螺蛳,15,3,0,0,0
炸子蟹,15,3,0,0,0
插根儿,15,3,0,0,0
氽灌肠,15,3,0,0,0
豆汁粥,15,3,0,0,0
洋钱饼,15,3,0,0,0
酥肉汤,16,3,0,0,0
汁鲫鱼,16,3,0,0,0
佛公饼,16,3,0,0,0
菊花卷,16,3,0,0,0
罗锅肉,16,3,0,0,0
虫草鸽,16,3,0,0,0
滑肉汤,16,3,0,0,0
一棒雪,17,3,0,0,0
麦穗包,17,3,0,0,0
烩酸蕾,17,3,0,0,0
氽大甲,17,3,0,0,0
屯溪徽,17,3,0,0,0
熘脊髓,17,3,0,0,0
莲蓬鱼,17,3,0,0,0
落汤糍,18,3,0,0,0
八珍羹,18,3,0,0,0
片鸡粉,18,3,0,0,0
炝竹笋,18,3,0,0,0
烤鸭条,18,3,0,0,0
炕洋芋,18,3,0,0,0
朴枳果,18,3,0,0,0
辣菜饼,18,3,0,0,0
藕丝糕,19,3,0,0,0
煎芋饼,19,3,0,0,0
煨鱿鱼,19,3,0,0,0
福寿糕,19,3,0,0,0
德盛园,19,3,0,0,0
大京果,19,3,0,0,0
瑶柱汤,19,3,0,0,0
文蛤饼,19,3,0,0,0
奇峰阁,19,3,0,0,0
凉蛋糕,19,3,0,0,0
甑子糕,19,3,0,0,0
芝麻螺,19,3,0,0,0
绿豆兜,19,3,0,0,0
香心菜,20,3,0,0,0
泥钉冻,20,3,0,0,0
刀切酥,20,3,0,0,0
木犀糕,20,3,0,0,0
洪都鸡,20,3,0,0,0
千页糕,20,3,0,0,0
流蜞蛋,20,3,0,0,0
肉罐肉,20,3,0,0,0
饺子粑,21,3,0,0,0
一捏酥,21,3,0,0,0
炸支竹,21,3,0,0,0
浆水汤,21,3,0,0,0
炒藤菜,21,3,0,0,0
酱黑菜,21,3,0,0,0
清梅居,21,3,0,0,0
炸木耳,22,3,0,0,0
啤酒汤,22,3,0,0,0
燕皮丝,22,3,0,0,0
糖葱饼,22,3,0,0,0
鸡杂面,22,3,0,0,0
范关酒,22,3,0,0,0
马蹄松,23,3,0,0,0
果条筒,23,3,0,0,0
酱泼肉,23,3,0,0,0
三虾面,23,3,0,0,0
酸黄菜,23,3,0,0,0
水豆鼓,23,3,0,0,0
合意饼,23,3,0,0,0
味窖板,23,3,0,0,0
泰舒茶,23,3,0,0,0
烤冷面,24,3,0,0,0
秤管糖,24,3,0,0,0
猪灌肠,24,3,0,0,0
杂菇煲,24,3,0,0,0
刀拔面,24,3,0,0,0
苹果冻,24,3,0,0,0
咸馓子,24,3,0,0,0
果蒸棕,24,3,0,0,0
酿雪梨,24,3,0,0,0
大救架,24,3,0,0,0
五果汤,25,3,0,0,0
西瓜冻,25,3,0,0,0
猴脑汤,25,3,0,0,0
酥锅盔,25,3,0,0,0
烧臆子,25,3,0,0,0
油泼肉,26,3,0,0,0
鸿兴泰,26,3,0,0,0
糖荸荠,26,3,0,0,0
杏瓣儿,26,3,0,0,0
烩南荠,26,3,0,0,0
鱼儿粉,27,3,0,0,0
郭汤圆,27,3,0,0,0
烩水果,27,3,0,0,0
号腐干,27,3,0,0,0
荞剁面,27,3,0,0,0
豆付干,27,3,0,0,0
煎碗坨,27,3,0,0,0
鱼头窝,28,3,0,0,0
油鸡棕,28,3,0,0,0
冰凉糕,28,3,0,0,0
苞芦松,29,3,0,0,0
烩番薯,29,3,0,0,0
狼牙蜜,29,3,0,0,0
牌坊面,29,3,0,0,0
樱桃羹,29,3,0,0,0
梆梆肉,30,3,0,0,0
米果汁,30,3,0,0,0
砂子饼,30,3,0,0,0
燕麦饭,30,3,0,0,0
美极虾,30,3,0,0,0
千层皮,30,3,0,0,0
晒炉肉,30,3,0,0,0
粒粒脆,30,3,0,0,0
面鱼子,30,3,0,0,0
猪脏面,31,3,0,0,0
脆绍面,31,3,0,0,0
喇嘛糕,31,3,0,0,0
羊肉松,31,3,0,0,0
顶顶糕,32,3,0,0,0
红果酪,32,3,0,0,0
南沙饼,32,3,0,0,0
祭灶果,33,3,0,0,0
刺龙牙,33,3,0,0,0
簸箕炊,33,3,0,0,0
勾魂面,33,3,0,0,0
酥合子,33,3,0,0,0
煮凉粉,34,3,0,0,0
五仁包,34,3,0,0,0
炒糊饽,34,3,0,0,0
花生粘,34,3,0,0,0
煨番薯,34,3,0,0,0
炸藕合,34,3,0,0,0
烤鹿脯,35,3,0,0,0
龙凤面,35,3,0,0,0
格仔饼,35,3,0,0,0
麻籽茶,35,3,0,0,0
粤香村,36,3,0,0,0
大京枣,36,3,0,0,0
莳萝草,36,3,0,0,0
黄糕粑,36,3,0,0,0
蜀风园,36,3,0,0,0
烧鸳鸯,36,3,0,0,0
蘸仔鸭,37,3,0,0,0
羊筋菜,37,3,0,0,0
叶耳粑,38,3,0,0,0
豆沙卷,38,3,0,0,0
白皮儿,38,3,0,0,0
炸飞禽,39,3,0,0,0
果子肉,39,3,0,0,0
拨御面,39,3,0,0,0
无米粿,39,3,0,0,0
金刚脐,39,3,0,0,0
烩小吃,40,3,0,0,0
漆油茶,40,3,0,0,0
肴肉面,41,3,0,0,0
洋芋饼,41,3,0,0,0
马乃司,42,3,0,0,0
榜舍龟,42,3,0,0,0
溜鸡脯,42,3,0,0,0
海鲜菇,43,3,0,0,0
油锅盔,43,3,0,0,0
煨豆腐,43,3,0,0,0
扁豆糕,44,3,0,0,0
烧三鲜,44,3,0,0,0
贵妃饼,44,3,0,0,0
杏仁条,45,3,0,0,0
闻喜饼,45,3,0,0,0
煎焖子,45,3,0,0,0
水糍粑,46,3,0,0,0
凉糍粑,46,3,0,0,0
甜麻花,46,3,0,0,0
核桃粘,47,3,0,0,0
酥理玛,47,3,0,0,0
松仁糕,48,3,0,0,0
海味面,48,3,0,0,0
大湖鱼,48,3,0,0,0
麻酱饼,48,3,0,0,0
宝发园,49,3,0,0,0
惠如楼,49,3,0,0,0
烩麻食,49,3,0,0,0
糖粥藕,50,3,0,0,0
牛丸粉,50,3,0,0,0
豆豉姜,51,3,0,0,0
拌粉干,51,3,0,0,0
总统鱼,51,3,0,0,0
蜜桃片,52,3,0,0,0
海参酥,52,3,0,0,0
黄坦糖,52,3,0,0,0
油葱果,52,3,0,0,0
鸭母捻,53,3,0,0,0
烧大葱,53,3,0,0,0
福鼎芋,54,3,0,0,0
油锄片,54,3,0,0,0
炒糕粿,55,3,0,0,0
仔凉粉,56,3,0,0,0
马义兴,57,3,0,0,0
冻银鱼,57,3,0,0,0
枣沫糊,58,3,0,0,0
层层酥,58,3,0,0,0
捻捻转,59,3,0,0,0
焜锅馍,59,3,0,0,0
葱肉饼,60,3,0,0,0
治德号,61,3,0,0,0
孟封饼,61,3,0,0,0
蜜桔皮,61,3,0,0,0
小煮面,61,3,0,0,0
肉锅盔,62,3,0,0,0
炖莲子,62,3,0,0,0
空心饼,62,3,0,0,0
砵仔糕,63,3,0,0,0
新疆杏,63,3,0,0,0
金鱼饺,64,3,0,0,0
姜葱鸡,65,3,0,0,0
刀切糍,65,3,0,0,0
粉皮子,66,3,0,0,0
鼠曲粿,66,3,0,0,0
油燃面,66,3,0,0,0
荞麦饭,67,3,0,0,0
香蕉糕,68,3,0,0,0
鹿肉片,68,3,0,0,0
酸奶饼,68,3,0,0,0
鱼圆汤,69,3,0,0,0
小花片,69,3,0,0,0
油醪糟,69,3,0,0,0
梨子水,70,3,0,0,0
碗耳糕,70,3,0,0,0
排冬菜,70,3,0,0,0
盘餐市,70,3,0,0,0
干捞粉,70,3,0,0,0
神仙钵,71,3,0,0,0
烤鸡皮,71,3,0,0,0
雪片糕,71,3,0,0,0
酱玉瓜,72,3,0,0,0
炒粉鱼,72,3,0,0,0
鱼丝面,73,3,0,0,0
天一坊,74,3,0,0,0
双酿团,74,3,0,0,0
汤丸王,75,3,0,0,0
汽水肉,76,3,0,0,0
海凉粉,76,3,0,0,0
冰葫芦,76,3,0,0,0
谢凉粉,76,3,0,0,0
鱼翅饺,77,3,0,0,0
碱水粑,77,3,0,0,0
烧猪肝,77,3,0,0,0
鸡尾杯,77,3,0,0,0
熏马肠,79,3,0,0,0
南瓜包,80,3,0,0,0
糖藕片,80,3,0,0,0
饸饹面,80,3,0,0,0
灰豆子,81,3,0,0,0
谭豆花,81,3,0,0,0
荷包饭,82,3,0,0,0
新南轩,83,3,0,0,0
曹操鸡,83,3,0,0,0
飞龙汤,83,3,0,0,0
八仙粉,84,3,0,0,0
蒸蒸糕,85,3,0,0,0
热冬果,88,3,0,0,0
珍珠粥,88,3,0,0,0
油炒粉,88,3,0,0,0
