词汇,清华词频,字数,搜狗重合,八股文重合,前两个AND
济南扁食,3,4,0,0,0
鸡鸭饸饹,3,4,0,0,0
白梨凤脯,3,4,0,0,0
崞阳麻叶,3,4,0,0,0
青豆色拉,3,4,0,0,0
崇州荞面,3,4,0,0,0
怿味胡豆,3,4,0,0,0
五色沙拉,3,4,0,0,0
鳝鱼辣汤,3,4,0,0,0
棠花吐蕊,3,4,0,0,0
蜜饯龙眼,3,4,0,0,0
烙饼拌汤,3,4,0,0,0
宜宾肺片,3,4,0,0,0
鸡豆冰粉,4,4,0,0,0
水晶枇杷,4,4,0,0,0
奶油回饼,4,4,0,0,0
三鲜瑶柱,4,4,0,0,0
直腰虾仁,4,4,0,0,0
重油炒面,4,4,0,0,0
兼善餐厅,4,4,0,0,0
松子茄鱼,4,4,0,0,0
潮汕朥糕,4,4,0,0,0
花江炒粉,4,4,0,0,0
芒果鸡柳,4,4,0,0,0
香烤肋排,4,4,0,0,0
桂花酱鸡,4,4,0,0,0
猪皮萝卜,4,4,0,0,0
蜜饯桔子,4,4,0,0,0
龙凤瓦酥,4,4,0,0,0
菠萝软糖,4,4,0,0,0
椒油银耳,4,4,0,0,0
尤溪卜鸭,4,4,0,0,0
甜酸豆腐,4,4,0,0,0
海参碗鱼,4,4,0,0,0
网油鱼卷,4,4,0,0,0
花色酥点,4,4,0,0,0
小稀瓜瓜,4,4,0,0,0
红酒沙司,4,4,0,0,0
蛋酥炒面,4,4,0,0,0
干捞米粉,4,4,0,0,0
罐罐豆花,4,4,0,0,0
上海汤圆,4,4,0,0,0
千层蒸糕,4,4,0,0,0
龙衔海棠,4,4,0,0,0
双薯沙拉,4,4,0,0,0
裹烧茭白,4,4,0,0,0
糖醋包菜,4,4,0,0,0
果酱金糕,4,4,0,0,0
莲蓉小鸡,4,4,0,0,0
猪油发糕,4,4,0,0,0
蕃茄马蹄,4,4,0,0,0
酸笋焖鱼,4,4,0,0,0
四甜蜜饯,4,4,0,0,0
五味花枝,4,4,0,0,0
混堂锅魁,4,4,0,0,0
劲霸橙汁,4,4,0,0,0
椒油茭白,4,4,0,0,0
弋阳醋鸡,4,4,0,0,0
鸡粥蒲菜,4,4,0,0,0
黑豆叶菜,4,4,0,0,0
面筋皮子,4,4,0,0,0
蜜饯马蹄,4,4,0,0,0
湖南腊鱼,4,4,0,0,0
甘笋蒸饼,4,4,0,0,0
龙凤炒饭,4,4,0,0,0
热炒四品,4,4,0,0,0
保德碗托,4,4,0,0,0
羊肉合面,4,4,0,0,0
虾籽管廷,4,4,0,0,0
金华馒头,4,4,0,0,0
百鸟还巢,4,4,0,0,0
香爆螺盏,4,4,0,0,0
酥心脆糖,4,4,0,0,0
回锅腊肉,4,4,0,0,0
桂林粽子,4,4,0,0,0
酱焖鹌鹑,5,4,0,0,0
青海名菜,5,4,0,0,0
豆沙奶卷,5,4,0,0,0
叉子火食,5,4,0,0,0
蜜饯苹果,5,4,0,0,0
子萝卜汤,5,4,0,0,0
红烧滑水,5,4,0,0,0
蜜饯瓜条,5,4,0,0,0
包饼油条,5,4,0,0,0
御膳豆黄,5,4,0,0,0
徽州蒸鸡,5,4,0,0,0
灵山粗粉,5,4,0,0,0
腌水芥皮,5,4,0,0,0
前菜四品,5,4,0,0,0
鹤庆米糕,5,4,0,0,0
金钩翡翠,5,4,0,0,0
糖炒大扁,5,4,0,0,0
五香干丝,5,4,0,0,0
油炸麻圆,5,4,0,0,0
红薯宽粉,5,4,0,0,0
泉水土鸡,5,4,0,0,0
五香熟芥,5,4,0,0,0
珍珠肠粉,5,4,0,0,0
烟薰鸭子,5,4,0,0,0
可可桃仁,5,4,0,0,0
西湖藕粥,5,4,0,0,0
白玉藏珠,5,4,0,0,0
四喜乾果,5,4,0,0,0
晶糕肉片,5,4,0,0,0
泰州干丝,5,4,0,0,0
随上薄饼,5,4,0,0,0
油焖草菇,5,4,0,0,0
藏族吹肺,5,4,0,0,0
东坡茄子,5,4,0,0,0
牛肉烧麦,5,4,0,0,0
什锦花篮,5,4,0,0,0
红焖羊头,5,4,0,0,0
姊妹七辣,5,4,0,0,0
冰豌豆粉,5,4,0,0,0
济南香肠,5,4,0,0,0
泡椒河鳗,5,4,0,0,0
紫苏梅鸡,5,4,0,0,0
牛肉小包,5,4,0,0,0
珍珠粉耙,5,4,0,0,0
双色软糖,5,4,0,0,0
怪味大扁,5,4,0,0,0
铁板鸡杂,5,4,0,0,0
滑溜贝球,5,4,0,0,0
天水搅团,5,4,0,0,0
河南卤面,5,4,0,0,0
甜酱萝葡,5,4,0,0,0
五味香糕,6,4,0,0,0
松丝汤包,6,4,0,0,0
依幼鱼丸,6,4,0,0,0
拉丝烙饼,6,4,0,0,0
蒸拌冷面,6,4,0,0,0
蜜饯葡萄,6,4,0,0,0
龙抱凤蛋,6,4,0,0,0
大荔瓜果,6,4,0,0,0
维西豆腐,6,4,0,0,0
太白拉糕,6,4,0,0,0
炒八宝饭,6,4,0,0,0
藜蒿腊肉,6,4,0,0,0
茶台茗叙,6,4,0,0,0
冬菇汤包,6,4,0,0,0
黄州烧梅,6,4,0,0,0
双色煎鱼,6,4,0,0,0
张川锅盔,6,4,0,0,0
酸辣饺面,6,4,0,0,0
糕耙稀饭,6,4,0,0,0
蓬菜小面,6,4,0,0,0
秦镇皮子,6,4,0,0,0
夹沙荞糕,6,4,0,0,0
五味沙糕,6,4,0,0,0
铁板肥肠,6,4,0,0,0
御膳烤鸡,6,4,0,0,0
怪味核桃,6,4,0,0,0
八卦鱼肚,6,4,0,0,0
家乡碌鹅,6,4,0,0,0
荷兰沙司,6,4,0,0,0
油茶炒面,6,4,0,0,0
意式拉花,6,4,0,0,0
三杯脚鱼,6,4,0,0,0
首乌鸡丁,6,4,0,0,0
豆沙苹果,6,4,0,0,0
混糖锅魁,6,4,0,0,0
苏式船点,6,4,0,0,0
绒鸡待哺,6,4,0,0,0
洪洞醪糟,6,4,0,0,0
夏茂芋包,6,4,0,0,0
挂炉山鸡,6,4,0,0,0
糯米塞藕,6,4,0,0,0
三鲜鱼丸,6,4,0,0,0
篮球鸽蛋,6,4,0,0,0
猪油松糕,6,4,0,0,0
糯米甜糟,6,4,0,0,0
仔姜牛肉,6,4,0,0,0
前菜七品,6,4,0,0,0
库车汤面,6,4,0,0,0
蜜饯鲜桃,6,4,0,0,0
清汤泡糕,7,4,0,0,0
泡椒猪肝,7,4,0,0,0
莜面饸饹,7,4,0,0,0
普宁面线,7,4,0,0,0
白豆沙拉,7,4,0,0,0
麻城肉糕,7,4,0,0,0
蝴蝶暇卷,7,4,0,0,0
蜜饯金枣,7,4,0,0,0
氽肥肠儿,7,4,0,0,0
藏族酸奶,7,4,0,0,0
天津馄饨,7,4,0,0,0
奶白枣宝,7,4,0,0,0
甜酸乳瓜,7,4,0,0,0
双酥月饼,7,4,0,0,0
苏州酱鸭,7,4,0,0,0
豫章酥鸭,7,4,0,0,0
代县麻片,7,4,0,0,0
石家鱼丸,7,4,0,0,0
红肉煮馍,7,4,0,0,0
天津锅巴,7,4,0,0,0
鼎丰白醋,7,4,0,0,0
安多面片,7,4,0,0,0
凤翔豆花,7,4,0,0,0
姜丝拌汤,7,4,0,0,0
麻辣烤肉,7,4,0,0,0
八宝百合,7,4,0,0,0
家乐鲜露,7,4,0,0,0
宝玉鱼唇,7,4,0,0,0
壶壶油茶,7,4,0,0,0
雪里藏珍,7,4,0,0,0
柿子糊塌,7,4,0,0,0
辣白菜卷,7,4,0,0,0
牛舌头饼,7,4,0,0,0
柠檬沙冰,7,4,0,0,0
辣子牛肉,7,4,0,0,0
五香麻糕,7,4,0,0,0
轻糖杏脯,7,4,0,0,0
麻辣凤爪,8,4,0,0,0
怪味腰果,8,4,0,0,0
白扒广肚,8,4,0,0,0
马记茶汤,8,4,0,0,0
凉拌牛肚,8,4,0,0,0
深渡包袱,8,4,0,0,0
蟹柳沙拉,8,4,0,0,0
新竹肉圆,8,4,0,0,0
上海春卷,8,4,0,0,0
白扒鱼唇,8,4,0,0,0
建郡扁肉,8,4,0,0,0
临晋玉瓜,8,4,0,0,0
清蒸山药,8,4,0,0,0
香糟田螺,8,4,0,0,0
父子同欢,8,4,0,0,0
芋味三绝,8,4,0,0,0
荞面煎饼,8,4,0,0,0
葱花煎蛋,8,4,0,0,0
湘城麻饼,8,4,0,0,0
寿阳头脑,8,4,0,0,0
盐水里脊,8,4,0,0,0
蒜蓉白菜,8,4,0,0,0
生烤狍肉,8,4,0,0,0
上海锅贴,9,4,0,0,0
楠溪麦饼,9,4,0,0,0
红油鸭子,9,4,0,0,0
红烧赤贝,9,4,0,0,0
清炒笋尖,9,4,0,0,0
攒盒一品,9,4,0,0,0
高丽豆沙,9,4,0,0,0
四川板鸭,9,4,0,0,0
牡丹虾仁,9,4,0,0,0
犀浦酱油,9,4,0,0,0
重酥烧饼,9,4,0,0,0
陈皮兔肉,9,4,0,0,0
荷叶膳粥,9,4,0,0,0
百侯薄饼,9,4,0,0,0
串炸鲜贝,9,4,0,0,0
壶冲油茶,9,4,0,0,0
武城旋饼,9,4,0,0,0
福建年糕,9,4,0,0,0
梧州豆浆,9,4,0,0,0
海带炖鸭,9,4,0,0,0
怪味鸡条,9,4,0,0,0
百花鸭舌,9,4,0,0,0
蜜饯李子,9,4,0,0,0
潮汕蚝烙,9,4,0,0,0
多味煎饼,9,4,0,0,0
奶白杏仁,9,4,0,0,0
花菇鸭掌,9,4,0,0,0
玫瑰杨梅,9,4,0,0,0
黄米切糕,9,4,0,0,0
冲糯米粉,9,4,0,0,0
信阳板鸭,9,4,0,0,0
河曲酸粥,10,4,0,0,0
合阳页面,10,4,0,0,0
冷冻牛肝,10,4,0,0,0
旋子锅魁,10,4,0,0,0
酸奶果冻,10,4,0,0,0
荞面合络,10,4,0,0,0
油浸腌肉,10,4,0,0,0
五香仔鸽,10,4,0,0,0
橄榄沙拉,10,4,0,0,0
六安酱鸭,10,4,0,0,0
片烤方肉,10,4,0,0,0
酿冬瓜圈,10,4,0,0,0
蘑菇沙司,10,4,0,0,0
北京辣菜,10,4,0,0,0
蜜饯菠萝,10,4,0,0,0
麻辣口条,10,4,0,0,0
竹宴天下,10,4,0,0,0
潮州薄饼,10,4,0,0,0
白象香糕,10,4,0,0,0
天水凉粉,10,4,0,0,0
玉笋蕨菜,10,4,0,0,0
京酱风肉,10,4,0,0,0
蜜饯桂圆,10,4,0,0,0
烧烤二品,10,4,0,0,0
告别香茗,10,4,0,0,0
抹茶浮雪,10,4,0,0,0
香辣田鸡,10,4,0,0,0
葱烤大排,10,4,0,0,0
清流笋干,10,4,0,0,0
山西腐乳,10,4,0,0,0
劲霸汤皇,10,4,0,0,0
上海炒饭,10,4,0,0,0
椒盐锅魁,10,4,0,0,0
瑶族粑粑,10,4,0,0,0
山鸡丁儿,11,4,0,0,0
汝城板鸭,11,4,0,0,0
铜仁社饭,11,4,0,0,0
红烧猴头,11,4,0,0,0
杨记糕点,11,4,0,0,0
鸡什刀削,11,4,0,0,0
铁板猪杂,11,4,0,0,0
御菜四品,11,4,0,0,0
厦门春饼,11,4,0,0,0
五丝菜卷,11,4,0,0,0
黄县肉盒,11,4,0,0,0
丹灶慈菇,11,4,0,0,0
水果一品,11,4,0,0,0
豆面汤圆,11,4,0,0,0
如皋肉松,11,4,0,0,0
香水梨干,11,4,0,0,0
御扇豆黄,11,4,0,0,0
凤尾烧麦,11,4,0,0,0
膳粥一品,11,4,0,0,0
龙舟镢鱼,11,4,0,0,0
造洋饭书,11,4,0,0,0
应州牛腰,11,4,0,0,0
丽人献茗,11,4,0,0,0
河州大饼,11,4,0,0,0
蚝油仔鸡,11,4,0,0,0
活钻鲤鱼,11,4,0,0,0
小林煎饼,11,4,0,0,0
油煎馄饨,11,4,0,0,0
前菜五品,11,4,0,0,0
鼠尾草粉,11,4,0,0,0
托板豆腐,11,4,0,0,0
烩腰丁儿,12,4,0,0,0
麻辣鹌鹑,12,4,0,0,0
烩白杂碎,12,4,0,0,0
火踵鱼翅,12,4,0,0,0
什锦果冻,12,4,0,0,0
子推蒸饼,12,4,0,0,0
乾县挂面,12,4,0,0,0
肉丝炒饼,12,4,0,0,0
炒荤素儿,12,4,0,0,0
橘瓣鱼圆,12,4,0,0,0
炸花件儿,12,4,0,0,0
杨河春绿,12,4,0,0,0
十二台菜,12,4,0,0,0
烟鸭掌儿,12,4,0,0,0
烩酸燕儿,12,4,0,0,0
青椒玉米,12,4,0,0,0
拌皮渣儿,12,4,0,0,0
清羔羊肉,12,4,0,0,0
吞拿鱼卷,12,4,0,0,0
整肢龙虾,12,4,0,0,0
酱瓜丝儿,12,4,0,0,0
海鲜匹萨,12,4,0,0,0
仙源食品,12,4,0,0,0
五香甜沫,12,4,0,0,0
艺术糕团,12,4,0,0,0
羊肉火烧,12,4,0,0,0
八宝兔丁,12,4,0,0,0
干锅泥鳅,12,4,0,0,0
火烧茨菰,12,4,0,0,0
糖熘饹儿,13,4,0,0,0
乾果四品,13,4,0,0,0
蛋香牛堡,13,4,0,0,0
风味龙虱,13,4,0,0,0
六合牛脯,13,4,0,0,0
琵琶鱼肚,13,4,0,0,0
蜜饯银杏,13,4,0,0,0
塘栖板鸭,13,4,0,0,0
扒鸡腿儿,13,4,0,0,0
灯笼泡椒,13,4,0,0,0
什锦麻花,13,4,0,0,0
罗村竹笋,13,4,0,0,0
竹筒煮汤,13,4,0,0,0
新疆凉面,13,4,0,0,0
珠兰大方,13,4,0,0,0
香汁大虾,13,4,0,0,0
咸鱼片片,13,4,0,0,0
大方豆腐,13,4,0,0,0
肥肠米粉,13,4,0,0,0
酿白兰瓜,13,4,0,0,0
摩登粑粑,13,4,0,0,0
桂花香糕,13,4,0,0,0
烧肝尖儿,13,4,0,0,0
牛百叶汤,13,4,0,0,0
沔城莲藕,13,4,0,0,0
炸紫盖儿,13,4,0,0,0
烧宝盖儿,13,4,0,0,0
烧肥肠儿,13,4,0,0,0
酱萝卜头,13,4,0,0,0
梅干月饼,13,4,0,0,0
清汤丸子,14,4,0,0,0
炸卷果儿,14,4,0,0,0
县前汤团,14,4,0,0,0
蜜饯红果,14,4,0,0,0
小米沙拉,14,4,0,0,0
炒芡子米,14,4,0,0,0
虾籽冬笋,14,4,0,0,0
糖焖莲子,14,4,0,0,0
羊血米线,14,4,0,0,0
灵丘熏鸡,14,4,0,0,0
椰奶布丁,14,4,0,0,0
熘什件儿,14,4,0,0,0
光村沙虫,14,4,0,0,0
板粟烧鸡,14,4,0,0,0
上海冷面,14,4,0,0,0
安铺鸡饭,14,4,0,0,0
米汤油馓,14,4,0,0,0
蒸莲藕粉,14,4,0,0,0
虾米笋粿,14,4,0,0,0
压韭茄子,14,4,0,0,0
跳水田鸡,14,4,0,0,0
葱花烙饼,14,4,0,0,0
柿霜软糖,14,4,0,0,0
王桥豆腐,14,4,0,0,0
红酒猪排,15,4,0,0,0
乳酪大会,15,4,0,0,0
蜜饯四品,15,4,0,0,0
香酥苹果,15,4,0,0,0
金菇掐菜,15,4,0,0,0
椒盐花卷,15,4,0,0,0
博山烩菜,15,4,0,0,0
鸡丝银耳,15,4,0,0,0
炒银丝儿,15,4,0,0,0
沙湾白饼,15,4,0,0,0
烟鸽子蛋,15,4,0,0,0
芝麻汤团,15,4,0,0,0
枸杞食品,15,4,0,0,0
烀烂甲鱼,15,4,0,0,0
万字扣肉,15,4,0,0,0
桂林松糕,15,4,0,0,0
砂钵狗肉,15,4,0,0,0
烟三鲜儿,15,4,0,0,0
御菜五品,15,4,0,0,0
木耳圪贝,15,4,0,0,0
广州甜品,15,4,0,0,0
锦江烤鸭,15,4,0,0,0
奶白葡萄,16,4,0,0,0
铁板鳝鱼,16,4,0,0,0
南通跳面,16,4,0,0,0
酒糟汤圆,16,4,0,0,0
绣球乾贝,16,4,0,0,0
枣泥锅饼,16,4,0,0,0
牛肉荞面,16,4,0,0,0
澄江藕粉,16,4,0,0,0
泡椒肥肠,16,4,0,0,0
奉化摇蜡,16,4,0,0,0
荞面灌肠,16,4,0,0,0
三丝瓜卷,16,4,0,0,0
樱桃蜜饯,16,4,0,0,0
芝麻南糖,16,4,0,0,0
膳汤一品,16,4,0,0,0
豆腐老鼠,16,4,0,0,0
三仙丸子,16,4,0,0,0
九珠皮蛋,16,4,0,0,0
布朗族菜,16,4,0,0,0
炒珍珠鸡,16,4,0,0,0
繁峙疤饼,16,4,0,0,0
焖鸭掌儿,17,4,0,0,0
凤凰社饭,17,4,0,0,0
油攒大虾,17,4,0,0,0
酸辣肥肠,17,4,0,0,0
地瓜果脯,17,4,0,0,0
一品大包,17,4,0,0,0
迷迭香粉,17,4,0,0,0
徽州裹粽,17,4,0,0,0
蚝油牛柳,17,4,0,0,0
杏仁儿酪,17,4,0,0,0
白肉丝儿,17,4,0,0,0
火焙豆腐,17,4,0,0,0
咸肉丝儿,17,4,0,0,0
潮州春饼,17,4,0,0,0
炒银枝儿,17,4,0,0,0
酱菜四品,17,4,0,0,0
芜湖瓜子,17,4,0,0,0
珍珠贝肉,17,4,0,0,0
阿焕鸭面,18,4,0,0,0
金蟾玉鲍,18,4,0,0,0
博山烤肉,18,4,0,0,0
烩银丝儿,18,4,0,0,0
长安板栗,18,4,0,0,0
陈村枧水,18,4,0,0,0
御菜三品,18,4,0,0,0
带江草堂,18,4,0,0,0
肉骨头粥,18,4,0,0,0
象形拼盘,18,4,0,0,0
姜汁豆角,18,4,0,0,0
香菜籽粉,18,4,0,0,0
包烧鲜鱼,18,4,0,0,0
安泽火腿,18,4,0,0,0
酥炸鱿鱼,18,4,0,0,0
白面锅魁,18,4,0,0,0
四味荞包,18,4,0,0,0
永安笋干,18,4,0,0,0
姜汁鱼片,19,4,0,0,0
西北凉皮,19,4,0,0,0
清焖莲子,19,4,0,0,0
浙江榨菜,19,4,0,0,0
景家麻花,19,4,0,0,0
咖喱鱿鱼,19,4,0,0,0
重阳栗糕,19,4,0,0,0
猪油渣面,19,4,0,0,0
壶关羊汤,19,4,0,0,0
枫镇大面,19,4,0,0,0
慧仁米粥,19,4,0,0,0
长子炒饼,20,4,0,0,0
芥茉鸭掌,20,4,0,0,0
酸蚂蚁蛋,20,4,0,0,0
莴笋肉丝,20,4,0,0,0
八宝茶汤,20,4,0,0,0
烧紫盖儿,20,4,0,0,0
木赛来斯,20,4,0,0,0
挂粉汤圆,20,4,0,0,0
牛奶太妃,20,4,0,0,0
陕西党参,21,4,0,0,0
济南肴鸡,21,4,0,0,0
龙虎凤烩,21,4,0,0,0
卤肉锅魁,21,4,0,0,0
和合腰子,21,4,0,0,0
红庙酥饼,21,4,0,0,0
凉豌豆粉,21,4,0,0,0
砂锅狗肉,21,4,0,0,0
黄焖狗肉,21,4,0,0,0
鲜果布丁,21,4,0,0,0
芫爆仔鸽,22,4,0,0,0
蜜饯青梅,22,4,0,0,0
叉烧包子,22,4,0,0,0
火烧冬笋,22,4,0,0,0
五香酱鸡,22,4,0,0,0
定襄蒸肉,22,4,0,0,0
熘腰花儿,22,4,0,0,0
代县黄酒,22,4,0,0,0
香竹烤饭,22,4,0,0,0
山东包子,22,4,0,0,0
吉士蛋堡,22,4,0,0,0
杏仁佛手,22,4,0,0,0
烫面油糕,23,4,0,0,0
凉拌莲藕,23,4,0,0,0
白猪头肉,23,4,0,0,0
桑果雪芭,23,4,0,0,0
双麻火烧,23,4,0,0,0
潮州粿条,23,4,0,0,0
椒盐馓子,23,4,0,0,0
罐罐蒸馍,23,4,0,0,0
玫瑰酥饼,23,4,0,0,0
八批果子,23,4,0,0,0
祥龙双飞,23,4,0,0,0
五香杏仁,23,4,0,0,0
天香鲍鱼,24,4,0,0,0
黄蚂蚁蛋,24,4,0,0,0
酸辣藕丁,24,4,0,0,0
白记水饺,24,4,0,0,0
京东馅饼,24,4,0,0,0
红油兔丁,24,4,0,0,0
罐焖鱼唇,24,4,0,0,0
水煮鱼头,24,4,0,0,0
川味凉面,25,4,0,0,0
砂锅肥肠,25,4,0,0,0
炒墨鱼丝,25,4,0,0,0
干锅土鸡,25,4,0,0,0
红烧草鱼,25,4,0,0,0
水煮鳝鱼,25,4,0,0,0
马家烧卖,25,4,0,0,0
迷宗大包,26,4,0,0,0
拔丝元宵,26,4,0,0,0
黄米油糕,26,4,0,0,0
普宁豆干,26,4,0,0,0
白蛇烧饼,26,4,0,0,0
蜜饯樱桃,26,4,0,0,0
宫保野兔,26,4,0,0,0
干煸肥肠,26,4,0,0,0
吴家熏肉,26,4,0,0,0
窝子油糕,27,4,0,0,0
冰糖核桃,27,4,0,0,0
满族饽饽,28,4,0,0,0
麻辣蹄筋,28,4,0,0,0
油炸馄饨,28,4,0,0,0
桐叶粑粑,28,4,0,0,0
金丝酥雀,28,4,0,0,0
合水西瓜,28,4,0,0,0
空心拉面,28,4,0,0,0
燕面揉揉,29,4,0,0,0
白水羊肉,29,4,0,0,0
溜牛里脊,29,4,0,0,0
筱筱火勺,29,4,0,0,0
和记米粉,29,4,0,0,0
砂锅羊肉,29,4,0,0,0
白面锅盔,29,4,0,0,0
片皮乳猪,30,4,0,0,0
卤鹌鹑蛋,30,4,0,0,0
保德油枣,30,4,0,0,0
梳子百页,30,4,0,0,0
椒盐粽子,30,4,0,0,0
麂子干巴,30,4,0,0,0
芝士蛋堡,30,4,0,0,0
水盆大肉,30,4,0,0,0
青海月饼,31,4,0,0,0
蟹肉汤包,31,4,0,0,0
凤尾烧卖,31,4,0,0,0
凉瓜牛肉,31,4,0,0,0
三河米饺,31,4,0,0,0
知味小笼,32,4,0,0,0
奶汁鱼片,32,4,0,0,0
玫瑰蜜饯,32,4,0,0,0
鲜蘑菜心,32,4,0,0,0
桂林田螺,32,4,0,0,0
五香兔头,32,4,0,0,0
面筋百叶,32,4,0,0,0
汾酒牛肉,32,4,0,0,0
广州凉粉,32,4,0,0,0
蜂蜜花生,32,4,0,0,0
绿豆丸子,33,4,0,0,0
郑州烤鸭,33,4,0,0,0
郭八火烧,33,4,0,0,0
油炸糖糕,33,4,0,0,0
博望锅盔,33,4,0,0,0
榆次灌肠,33,4,0,0,0
大理饵块,34,4,0,0,0
翡翠烧麦,34,4,0,0,0
炸素卷圈,34,4,0,0,0
丁香肘子,34,4,0,0,0
高三酱肉,34,4,0,0,0
干烧鲫鱼,34,4,0,0,0
旋子凉粉,34,4,0,0,0
咖喱鸡丁,34,4,0,0,0
同安封肉,35,4,0,0,0
焜锅馍馍,35,4,0,0,0
怀远三绝,35,4,0,0,0
羊肉焖饼,35,4,0,0,0
铁板田鸡,36,4,0,0,0
酸奶黄瓜,36,4,0,0,0
酸辣鸡杂,36,4,0,0,0
干锅牛肉,36,4,0,0,0
虎皮花生,36,4,0,0,0
爆炒田鸡,36,4,0,0,0
普集烧鸡,36,4,0,0,0
卤肉锅盔,36,4,0,0,0
葛粉圆子,37,4,0,0,0
红星兔丁,37,4,0,0,0
蜜饯海棠,37,4,0,0,0
过桥抄手,37,4,0,0,0
羊肉蒸饺,37,4,0,0,0
葱爆牛柳,37,4,0,0,0
火爆肥肠,37,4,0,0,0
烫面蒸饺,37,4,0,0,0
沙县馄饨,37,4,0,0,0
三鲜锅贴,37,4,0,0,0
孜然排骨,37,4,0,0,0
茸汤广肚,38,4,0,0,0
野菜窝头,38,4,0,0,0
清汤海参,38,4,0,0,0
烟台焖子,38,4,0,0,0
饽饽二品,39,4,0,0,0
干锅鸡杂,39,4,0,0,0
猪油饽饽,39,4,0,0,0
太后火锅,39,4,0,0,0
上汤时蔬,39,4,0,0,0
油炸蜂蛹,39,4,0,0,0
白糖杨梅,39,4,0,0,0
青鱼秃肺,39,4,0,0,0
宜良烧鸭,39,4,0,0,0
泡儿油糕,40,4,0,0,0
江毛水饺,40,4,0,0,0
饽饽四品,41,4,0,0,0
千层馒头,41,4,0,0,0
莲蓬豆腐,41,4,0,0,0
煮鹌鹑蛋,42,4,0,0,0
仲夏野莓,42,4,0,0,0
肉丝汤面,42,4,0,0,0
百果蜜糕,42,4,0,0,0
包谷稀饭,42,4,0,0,0
樱桃蕃茄,43,4,0,0,0
时辰包子,43,4,0,0,0
凉瓜炒蛋,43,4,0,0,0
玉堂酱菜,43,4,0,0,0
葱油花卷,44,4,0,0,0
大理乳扇,44,4,0,0,0
红梅珠香,44,4,0,0,0
毛嘴卤鸡,44,4,0,0,0
八宝野鸭,44,4,0,0,0
猪油汤圆,45,4,0,0,0
宁波粽子,45,4,0,0,0
甜酒汤圆,45,4,0,0,0
汇泉饭店,45,4,0,0,0
蜜汁红芋,45,4,0,0,0
鸡柳汉堡,45,4,0,0,0
凉拌粉丝,45,4,0,0,0
尼姑素面,45,4,0,0,0
三鲜烧麦,46,4,0,0,0
火烧猪肉,46,4,0,0,0
豆腐帘子,46,4,0,0,0
家乐鸡精,46,4,0,0,0
百里香叶,46,4,0,0,0
炒三不沾,46,4,0,0,0
曲园酒家,47,4,0,0,0
鱼肉水饺,47,4,0,0,0
澳洲牛柳,47,4,0,0,0
鸡肉抄手,47,4,0,0,0
斜桥榨菜,48,4,0,0,0
木瓜凉粉,48,4,0,0,0
腊肉火锅,48,4,0,0,0
南瓜团子,48,4,0,0,0
三丝凉面,48,4,0,0,0
古乐伴宴,48,4,0,0,0
乌龙吐珠,48,4,0,0,0
蜂巢芋角,49,4,0,0,0
肉丝春卷,49,4,0,0,0
白记饺子,50,4,0,0,0
云南春卷,50,4,0,0,0
福建炒饭,50,4,0,0,0
豆面饽饽,50,4,0,0,0
苹果软糖,51,4,0,0,0
菊花烧卖,51,4,0,0,0
劲霸鸡汁,51,4,0,0,0
进京乳腐,51,4,0,0,0
曲奇香奶,51,4,0,0,0
手撕烤兔,52,4,0,0,0
静宁烧鸡,52,4,0,0,0
酸辣牛肉,52,4,0,0,0
天源酱园,52,4,0,0,0
清汤抄手,53,4,0,0,0
桂花稠酒,53,4,0,0,0
葱油酥饼,53,4,0,0,0
卤什件儿,53,4,0,0,0
豆沙锅饼,53,4,0,0,0
枸杞银耳,53,4,0,0,0
鸡西冷面,54,4,0,0,0
长人馄饨,54,4,0,0,0
油氽馒头,54,4,0,0,0
麻油干丝,54,4,0,0,0
油炸牛皮,54,4,0,0,0
钵仔禾虫,54,4,0,0,0
麻辣肚丝,54,4,0,0,0
怪味兔头,55,4,0,0,0
家乐鸡粉,55,4,0,0,0
青椒炒蛋,56,4,0,0,0
火腿粑粑,56,4,0,0,0
过手米线,56,4,0,0,0
鲜肉汤团,56,4,0,0,0
雪花豆腐,57,4,0,0,0
文楼汤包,57,4,0,0,0
帕尔木丁,57,4,0,0,0
鲜花豆腐,57,4,0,0,0
桂花糖粥,57,4,0,0,0
木金肉丸,58,4,0,0,0
夹沙牛肉,58,4,0,0,0
百里香粉,58,4,0,0,0
青椒皮蛋,58,4,0,0,0
干锅狗肉,59,4,0,0,0
红油猪耳,59,4,0,0,0
美式菜肴,59,4,0,0,0
芋儿烧鸡,60,4,0,0,0
新竹贡丸,60,4,0,0,0
锅巴油粉,61,4,0,0,0
牛肉炒粉,61,4,0,0,0
雪花蟹斗,61,4,0,0,0
发菜蒸蛋,61,4,0,0,0
葛记焖饼,62,4,0,0,0
铁板茄子,62,4,0,0,0
枣泥酥饼,63,4,0,0,0
油豆腐干,64,4,0,0,0
神池麻花,65,4,0,0,0
豆花火锅,65,4,0,0,0
马赛鱼羹,66,4,0,0,0
忻州瓦酥,66,4,0,0,0
葱包桧儿,66,4,0,0,0
高汤水饺,67,4,0,0,0
成都餐厅,67,4,0,0,0
香菇肉酱,67,4,0,0,0
蔬菜比萨,67,4,0,0,0
小炒牛肉,67,4,0,0,0
玻璃烧麦,68,4,0,0,0
卤汁凉粉,68,4,0,0,0
四喜蒸饺,68,4,0,0,0
青城泡菜,69,4,0,0,0
